"author","coauthors"
"Pietro Cipresso","Daniela Villani"
"Pietro Cipresso","Giovanni Albani"
"Pietro Cipresso","Alessandra Grassi"
"Pietro Cipresso","Alice Chirico"
"Pietro Cipresso","Laura Carelli"
"Pietro Cipresso","Barbara Poletti Phd"
"Pietro Cipresso","Desirée Colombo"
"Pietro Cipresso","Paolo Meriggi"
"Pietro Cipresso","Giovanni Pioggia"
"Pietro Cipresso","Gennaro Tartarisco"
"Pietro Cipresso","Mauro Alessandro"
"Pietro Cipresso","Claudia Repetto"
"Pietro Cipresso","Maurizio Mauri"
"Pietro Cipresso","Irene Alice Chicchi Giglioli"
"Pietro Cipresso","Marco Stramba-Badiale"
"Andrea Gaggioli","Giuseppe Riva"
"Andrea Gaggioli","Pietro Cipresso"
"Andrea Gaggioli","Fabrizia Mantovani"
"Andrea Gaggioli","Silvia Serino"
"Andrea Gaggioli","Daniela Villani"
"Andrea Gaggioli","Gianluca Castelnuovo"
"Andrea Gaggioli","Francesca Morganti"
"Andrea Gaggioli","Alice Chirico"
"Andrea Gaggioli","Alessandra Gorini"
"Andrea Gaggioli","Cristina Botella"
"Andrea Gaggioli","Federica Pallavicini"
"Andrea Gaggioli","Alessandra Grassi"
"Andrea Gaggioli","Prof. Mariano Alcañiz Raya"
"Andrea Gaggioli","Rosa Banos"
"Andrea Gaggioli","Giovanni Pioggia"
"Andrea Gaggioli","Luca Milani"
"Andrea Gaggioli","Gennaro Tartarisco"
"Andrea Gaggioli","Claudia Repetto"
"Andrea Gaggioli","Elvis Mazzoni"
"Andrea Gaggioli","Luca Vezzadini"
"Elisa Pedroli","Giuseppe Riva"
"Elisa Pedroli","Pietro Cipresso"
"Elisa Pedroli","Silvia Serino"
"Elisa Pedroli","Federica Pallavicini"
"Elisa Pedroli","Alice Chirico"
"Elisa Pedroli","Giovanni Albani"
"Elisa Pedroli","Laura Carelli"
"Elisa Pedroli","Barbara Poletti Phd"
"Elisa Pedroli","Antonios Dakanalis, Md, Psyd, Phd"
"Elisa Pedroli","Irene Alice Chicchi Giglioli"
"Elisa Pedroli","Gianluca Castelnuovo"
"Elisa Pedroli","Federica Scarpina"
"Elisa Pedroli","Gian Mauro Manzoni"
"Federica Pallavicini","Giuseppe Riva"
"Federica Pallavicini","Pietro Cipresso"
"Federica Pallavicini","Andrea Gaggioli"
"Federica Pallavicini","Silvia Serino"
"Federica Pallavicini","Alessandra Grassi"
"Federica Pallavicini","Elisa Pedroli"
"Federica Pallavicini","Fabrizia Mantovani"
"Federica Pallavicini","Claudia Repetto"
"Federica Pallavicini","Alessandra Gorini"
"Federica Pallavicini","Irene Alice Chicchi Giglioli"
"Federica Pallavicini","Alice Chirico"
"Federica Pallavicini","Laura Carelli"
"Federica Pallavicini","Antonios Dakanalis, Md, Psyd, Phd"
"Federica Pallavicini","Francesco Archetti"
"Federica Pallavicini","Gian Mauro Manzoni"
"Federica Pallavicini","Gianluca Castelnuovo"
"Federica Pallavicini","Thomas D. Parsons, Phd"
"Federica Pallavicini","Paolo Riva"
"Federica Pallavicini","Leonor J Romero Lauro"
"Federica Pallavicini","Daniela Villani"
"Antonios Dakanalis, Md, Psyd, Phd","Giuseppe Riva"
"Antonios Dakanalis, Md, Psyd, Phd","Massimo Clerici"
"Antonios Dakanalis, Md, Psyd, Phd","Maria Assunta Zanetti"
"Antonios Dakanalis, Md, Psyd, Phd","Giuseppe Carra'"
"Antonios Dakanalis, Md, Psyd, Phd","Silvia Serino"
"Antonios Dakanalis, Md, Psyd, Phd","Antonio Prunas"
"Antonios Dakanalis, Md, Psyd, Phd","Mario (Mago) Clerici"
"Antonios Dakanalis, Md, Psyd, Phd","Alix Timko"
"Antonios Dakanalis, Md, Psyd, Phd","Marta Ferrer Garcia"
"Antonios Dakanalis, Md, Psyd, Phd","Fabio Madeddu"
"Antonios Dakanalis, Md, Psyd, Phd","José Gutiérrez Maldonado"
"Antonios Dakanalis, Md, Psyd, Phd","Fernando Fernandez-Aranda"
"Antonios Dakanalis, Md, Psyd, Phd","Cristina Crocamo"
"Antonios Dakanalis, Md, Psyd, Phd","Neli Escandón-Nagel"
"Antonios Dakanalis, Md, Psyd, Phd","Elisa Pedroli"
"Antonios Dakanalis, Md, Psyd, Phd","Alice Chirico"
"Antonios Dakanalis, Md, Psyd, Phd","Andrea Gaggioli"
"Antonios Dakanalis, Md, Psyd, Phd","Laura Forcano"
"Antonios Dakanalis, Md, Psyd, Phd","Daniele Di Lernia"
"Antonios Dakanalis, Md, Psyd, Phd","Rachel Calogero"
"Stefano Triberti","Giuseppe Riva"
"Stefano Triberti","Daniela Villani"
"Stefano Triberti","Silvia Serino"
"Stefano Triberti","Serena Barello"
"Stefano Triberti","Guendalina Graffigna"
"Stefano Triberti","Andrea Gaggioli"
"Stefano Triberti","Alice Chirico"
"Stefano Triberti","Pietro Cipresso"
"Stefano Triberti","Claudia Repetto"
"Stefano Triberti","Federica Pallavicini"
"Stefano Triberti","Antonios Dakanalis, Md, Psyd, Phd"
"Stefano Triberti","Judith H. Hibbard"
"Stefano Triberti","Elisa Liberati"
"Stefano Triberti","Corrado Sinigaglia"
"Stefano Triberti","Fabrizio A. M. Davide"
"Silvia Serino","Giuseppe Riva"
"Silvia Serino","Pietro Cipresso"
"Silvia Serino","Andrea Gaggioli"
"Silvia Serino","Elisa Pedroli"
"Silvia Serino","Federica Pallavicini"
"Silvia Serino","Antonios Dakanalis, Md, Psyd, Phd"
"Silvia Serino","Daniela Villani"
"Silvia Serino","Stefano Triberti"
"Silvia Serino","Giuseppe Riva"
"Silvia Serino","Pietro Cipresso"
"Silvia Serino","Andrea Gaggioli"
"Silvia Serino","Elisa Pedroli"
"Silvia Serino","Federica Pallavicini"
"Silvia Serino","Antonios Dakanalis, Md, Psyd, Phd"
"Silvia Serino","Daniela Villani"
"Silvia Serino","Stefano Triberti"
"Silvia Serino","Giuseppe Riva"
"Silvia Serino","Pietro Cipresso"
"Silvia Serino","Andrea Gaggioli"
"Silvia Serino","Elisa Pedroli"
"Silvia Serino","Federica Pallavicini"
"Silvia Serino","Antonios Dakanalis, Md, Psyd, Phd"
"Silvia Serino","Daniela Villani"
"Silvia Serino","Stefano Triberti"
"Scott Clifford","Jennifer Jerit"
"Scott Clifford","Philip D. Waggoner"
"Scott Clifford","Ryan Kennedy"
"Scott Clifford","Vijeth Iyengar"
"Scott Clifford","Roberto Cabeza"
"Scott Clifford","Walter Sinnott-Armstrong"
"Scott Clifford","Tyler Burleigh"
"Scott Clifford","Jason Barabas"
"Scott Clifford","Kyle A. Thomas"
"Scott Clifford","Dane G. Wendell"
"Scott Clifford","Matt Motyl"
"Scott Clifford","Carlisle Rainey"
"Scott Clifford","Spencer Piston"
"Scott Clifford","Ben Gaskins"
"Scott Clifford","Justin H. Kirkland"
"Scott Clifford","Elizabeth Simas"
"Scott Clifford","Nicholas Winter"
"Scott Clifford","Brianna A Smith"
"Scott Clifford","Paulo Sérgio Boggio"
"Scott Clifford","Brian W. Sullivan"
"Ryan Kennedy","David Lazer"
"Ryan Kennedy","Gary King"
"Ryan Kennedy","Alessandro Vespignani"
"Ryan Kennedy","Michael Neblo"
"Ryan Kennedy","Kevin Esterling"
"Ryan Kennedy","Anand Sokhey"
"Ryan Kennedy","John Ishiyama"
"Ryan Kennedy","Scott Clifford"
"Ryan Kennedy","Johannes Urpelainen"
"Ryan Kennedy","Philip D. Waggoner"
"Ryan Kennedy","Tyler Burleigh"
"Ryan Kennedy","Lydia Tiede"
"Ryan Kennedy","Stefan Wojcik"
"Ryan Kennedy","Naren Ramakrishnan"
"Ryan Kennedy","Wei Wang"
"Ryan Kennedy","Cristian Cantir"
"Ryan Kennedy","Eugenie Dugoua"
"Ryan Kennedy","Matthew Ward"
"Ryan Kennedy","Max Abrahms"
"Ryan Kennedy","Joonseok Yang"
"Tyler Burleigh","Jordan Richard Schoenherr"
"Tyler Burleigh","Scott Clifford"
"Tyler Burleigh","Ryan Kennedy"
"Tyler Burleigh","Philip D. Waggoner"
"Tyler Burleigh","Alicia Rubel"
"Tyler Burleigh","Anne Ferrey"
"Tyler Burleigh","Mark J. Fenske"
"Tyler Burleigh","Robin Milhausen"
"Tyler Burleigh","Jessica Wood"
"Tyler Burleigh","Adam Maxwell Sparks"
"Tyler Burleigh","Pat Barclay"
"Tyler Burleigh","Nicholas Winter"
"Myriam Shiran","Philip D. Waggoner"
"Myriam Shiran","Ryan Kennedy"
"Myriam Shiran","Hayden Le"
"Philip D. Waggoner","Scott Clifford"
"Philip D. Waggoner","Ryan Kennedy"
"Philip D. Waggoner","Tyler Burleigh"
"Philip D. Waggoner","Brandon Rottinghaus"
"Philip D. Waggoner","Daniel Lüdecke"
"Philip D. Waggoner","Dominique Makowski"
"Philip D. Waggoner","Myriam Shiran"
"Philip D. Waggoner","Hayden Le"
"Philip D. Waggoner","Scott Clifford"
"Philip D. Waggoner","Ryan Kennedy"
"Philip D. Waggoner","Tyler Burleigh"
"Philip D. Waggoner","Brandon Rottinghaus"
"Philip D. Waggoner","Daniel Lüdecke"
"Philip D. Waggoner","Dominique Makowski"
"Philip D. Waggoner","Myriam Shiran"
"Philip D. Waggoner","Hayden Le"
"Philip D. Waggoner","Scott Clifford"
"Philip D. Waggoner","Ryan Kennedy"
"Philip D. Waggoner","Tyler Burleigh"
"Philip D. Waggoner","Brandon Rottinghaus"
"Philip D. Waggoner","Daniel Lüdecke"
"Philip D. Waggoner","Dominique Makowski"
"Philip D. Waggoner","Myriam Shiran"
"Philip D. Waggoner","Hayden Le"
"Allan Armougum","Pascale Piolino"
"Allan Armougum","Marco Sperduti"
"Allan Armougum","Dominique Makowski"
"Allan Armougum","Philippe Blondé"
"Allan Armougum","Pascale Piolino"
"Allan Armougum","Marco Sperduti"
"Allan Armougum","Dominique Makowski"
"Allan Armougum","Philippe Blondé"
"Allan Armougum","Pascale Piolino"
"Allan Armougum","Marco Sperduti"
"Allan Armougum","Dominique Makowski"
"Allan Armougum","Philippe Blondé"
"Tam Pham","Lau Zen Juen"
"Tam Pham","Dominique Makowski"
"Tam Pham","Sh Annabel Chen"
"Tam Pham","Adrian Raine"
"Tam Pham","Lau Zen Juen"
"Tam Pham","Dominique Makowski"
"Tam Pham","Sh Annabel Chen"
"Tam Pham","Adrian Raine"
"Tam Pham","Lau Zen Juen"
"Tam Pham","Dominique Makowski"
"Tam Pham","Sh Annabel Chen"
"Tam Pham","Adrian Raine"
"Alexa Morcom","Michael D. Rugg"
"Alexa Morcom","Edward T Bullmore"
"Alexa Morcom","Karl Friston"
"Alexa Morcom","Richard Frackowiak"
"Alexa Morcom","David Meunier"
"Alexa Morcom","Sophie Achard"
"Alexa Morcom","Stefan Kiebel"
"Alexa Morcom","Catriona Good"
"Alexa Morcom","Robert Logie"
"Alexa Morcom","Klaas Enno Stephan"
"Alexa Morcom","Felicia Huppert"
"Alexa Morcom","Wendy Johnson"
"Alexa Morcom","Mario Parra"
"Alexa Morcom","Michael Hornberger"
"Alexa Morcom","Belinda Lennox"
"Alexa Morcom","Rebecca S. Schaefer"
"Lau Zen Juen","Alexa Morcom"
"Lau Zen Juen","Dominique Makowski"
"Lau Zen Juen","Tam Pham"
"Lau Zen Juen","Sh Annabel Chen"
"Lau Zen Juen","Adrian Raine"
"Lau Zen Juen","Alexa Morcom"
"Lau Zen Juen","Dominique Makowski"
"Lau Zen Juen","Tam Pham"
"Lau Zen Juen","Sh Annabel Chen"
"Lau Zen Juen","Adrian Raine"
"Lau Zen Juen","Alexa Morcom"
"Lau Zen Juen","Dominique Makowski"
"Lau Zen Juen","Tam Pham"
"Lau Zen Juen","Sh Annabel Chen"
"Lau Zen Juen","Adrian Raine"
"Jean-Charles Girardeau","Marco Sperduti"
"Jean-Charles Girardeau","Pascale Piolino"
"Jean-Charles Girardeau","Philippe Blondé"
"Jean-Charles Girardeau","Dominique Makowski"
"Jean-Charles Girardeau","Marco Sperduti"
"Jean-Charles Girardeau","Pascale Piolino"
"Jean-Charles Girardeau","Philippe Blondé"
"Jean-Charles Girardeau","Dominique Makowski"
"Jean-Charles Girardeau","Marco Sperduti"
"Jean-Charles Girardeau","Pascale Piolino"
"Jean-Charles Girardeau","Philippe Blondé"
"Jean-Charles Girardeau","Dominique Makowski"
"Dominique Makowski","Pascale Piolino"
"Dominique Makowski","Marco Sperduti"
"Dominique Makowski","Serge Nicolas"
"Dominique Makowski","Daniel Lüdecke"
"Dominique Makowski","Philippe Blondé"
"Dominique Makowski","Tiziana Zalla"
"Dominique Makowski","Stephane Lemaire"
"Dominique Makowski","Mattan S. Ben-Shachar"
"Dominique Makowski","Sh Annabel Chen"
"Dominique Makowski","Léo Dutriaux"
"Dominique Makowski","Giuseppe Riva"
"Dominique Makowski","Silvia Serino"
"Dominique Makowski","Philip D. Waggoner"
"Dominique Makowski","Allan Armougum"
"Dominique Makowski","Sandrine Rossi"
"Dominique Makowski","Tam Pham"
"Dominique Makowski","Lau Zen Juen"
"Dominique Makowski","Jean-Charles Girardeau"
"Dominique Makowski","Adrian Raine"
"Dominique Makowski","La Corte Valentina"
"Dominique Makowski","Pascale Piolino"
"Dominique Makowski","Marco Sperduti"
"Dominique Makowski","Serge Nicolas"
"Dominique Makowski","Daniel Lüdecke"
"Dominique Makowski","Philippe Blondé"
"Dominique Makowski","Tiziana Zalla"
"Dominique Makowski","Stephane Lemaire"
"Dominique Makowski","Mattan S. Ben-Shachar"
"Dominique Makowski","Sh Annabel Chen"
"Dominique Makowski","Léo Dutriaux"
"Dominique Makowski","Giuseppe Riva"
"Dominique Makowski","Silvia Serino"
"Dominique Makowski","Philip D. Waggoner"
"Dominique Makowski","Allan Armougum"
"Dominique Makowski","Sandrine Rossi"
"Dominique Makowski","Tam Pham"
"Dominique Makowski","Lau Zen Juen"
"Dominique Makowski","Jean-Charles Girardeau"
"Dominique Makowski","Adrian Raine"
"Dominique Makowski","La Corte Valentina"
"Dominique Makowski","Pascale Piolino"
"Dominique Makowski","Marco Sperduti"
"Dominique Makowski","Serge Nicolas"
"Dominique Makowski","Daniel Lüdecke"
"Dominique Makowski","Philippe Blondé"
"Dominique Makowski","Tiziana Zalla"
"Dominique Makowski","Stephane Lemaire"
"Dominique Makowski","Mattan S. Ben-Shachar"
"Dominique Makowski","Sh Annabel Chen"
"Dominique Makowski","Léo Dutriaux"
"Dominique Makowski","Giuseppe Riva"
"Dominique Makowski","Silvia Serino"
"Dominique Makowski","Philip D. Waggoner"
"Dominique Makowski","Allan Armougum"
"Dominique Makowski","Sandrine Rossi"
"Dominique Makowski","Tam Pham"
"Dominique Makowski","Lau Zen Juen"
"Dominique Makowski","Jean-Charles Girardeau"
"Dominique Makowski","Adrian Raine"
"Dominique Makowski","La Corte Valentina"
"Dominique Makowski","Pascale Piolino"
"Dominique Makowski","Marco Sperduti"
"Dominique Makowski","Serge Nicolas"
"Dominique Makowski","Daniel Lüdecke"
"Dominique Makowski","Philippe Blondé"
"Dominique Makowski","Tiziana Zalla"
"Dominique Makowski","Stephane Lemaire"
"Dominique Makowski","Mattan S. Ben-Shachar"
"Dominique Makowski","Sh Annabel Chen"
"Dominique Makowski","Léo Dutriaux"
"Dominique Makowski","Giuseppe Riva"
"Dominique Makowski","Silvia Serino"
"Dominique Makowski","Philip D. Waggoner"
"Dominique Makowski","Allan Armougum"
"Dominique Makowski","Sandrine Rossi"
"Dominique Makowski","Tam Pham"
"Dominique Makowski","Lau Zen Juen"
"Dominique Makowski","Jean-Charles Girardeau"
"Dominique Makowski","Adrian Raine"
"Dominique Makowski","La Corte Valentina"
"Dominique Makowski","Pascale Piolino"
"Dominique Makowski","Marco Sperduti"
"Dominique Makowski","Serge Nicolas"
"Dominique Makowski","Daniel Lüdecke"
"Dominique Makowski","Philippe Blondé"
"Dominique Makowski","Tiziana Zalla"
"Dominique Makowski","Stephane Lemaire"
"Dominique Makowski","Mattan S. Ben-Shachar"
"Dominique Makowski","Sh Annabel Chen"
"Dominique Makowski","Léo Dutriaux"
"Dominique Makowski","Giuseppe Riva"
"Dominique Makowski","Silvia Serino"
"Dominique Makowski","Philip D. Waggoner"
"Dominique Makowski","Allan Armougum"
"Dominique Makowski","Sandrine Rossi"
"Dominique Makowski","Tam Pham"
"Dominique Makowski","Lau Zen Juen"
"Dominique Makowski","Jean-Charles Girardeau"
"Dominique Makowski","Adrian Raine"
"Dominique Makowski","La Corte Valentina"
"Dominique Makowski","Pascale Piolino"
"Dominique Makowski","Marco Sperduti"
"Dominique Makowski","Serge Nicolas"
"Dominique Makowski","Daniel Lüdecke"
"Dominique Makowski","Philippe Blondé"
"Dominique Makowski","Tiziana Zalla"
"Dominique Makowski","Stephane Lemaire"
"Dominique Makowski","Mattan S. Ben-Shachar"
"Dominique Makowski","Sh Annabel Chen"
"Dominique Makowski","Léo Dutriaux"
"Dominique Makowski","Giuseppe Riva"
"Dominique Makowski","Silvia Serino"
"Dominique Makowski","Philip D. Waggoner"
"Dominique Makowski","Allan Armougum"
"Dominique Makowski","Sandrine Rossi"
"Dominique Makowski","Tam Pham"
"Dominique Makowski","Lau Zen Juen"
"Dominique Makowski","Jean-Charles Girardeau"
"Dominique Makowski","Adrian Raine"
"Dominique Makowski","La Corte Valentina"
"Dominique Makowski","Pascale Piolino"
"Dominique Makowski","Marco Sperduti"
"Dominique Makowski","Serge Nicolas"
"Dominique Makowski","Daniel Lüdecke"
"Dominique Makowski","Philippe Blondé"
"Dominique Makowski","Tiziana Zalla"
"Dominique Makowski","Stephane Lemaire"
"Dominique Makowski","Mattan S. Ben-Shachar"
"Dominique Makowski","Sh Annabel Chen"
"Dominique Makowski","Léo Dutriaux"
"Dominique Makowski","Giuseppe Riva"
"Dominique Makowski","Silvia Serino"
"Dominique Makowski","Philip D. Waggoner"
"Dominique Makowski","Allan Armougum"
"Dominique Makowski","Sandrine Rossi"
"Dominique Makowski","Tam Pham"
"Dominique Makowski","Lau Zen Juen"
"Dominique Makowski","Jean-Charles Girardeau"
"Dominique Makowski","Adrian Raine"
"Dominique Makowski","La Corte Valentina"
"Dominique Makowski","Pascale Piolino"
"Dominique Makowski","Marco Sperduti"
"Dominique Makowski","Serge Nicolas"
"Dominique Makowski","Daniel Lüdecke"
"Dominique Makowski","Philippe Blondé"
"Dominique Makowski","Tiziana Zalla"
"Dominique Makowski","Stephane Lemaire"
"Dominique Makowski","Mattan S. Ben-Shachar"
"Dominique Makowski","Sh Annabel Chen"
"Dominique Makowski","Léo Dutriaux"
"Dominique Makowski","Giuseppe Riva"
"Dominique Makowski","Silvia Serino"
"Dominique Makowski","Philip D. Waggoner"
"Dominique Makowski","Allan Armougum"
"Dominique Makowski","Sandrine Rossi"
"Dominique Makowski","Tam Pham"
"Dominique Makowski","Lau Zen Juen"
"Dominique Makowski","Jean-Charles Girardeau"
"Dominique Makowski","Adrian Raine"
"Dominique Makowski","La Corte Valentina"
"Dominique Makowski","Pascale Piolino"
"Dominique Makowski","Marco Sperduti"
"Dominique Makowski","Serge Nicolas"
"Dominique Makowski","Daniel Lüdecke"
"Dominique Makowski","Philippe Blondé"
"Dominique Makowski","Tiziana Zalla"
"Dominique Makowski","Stephane Lemaire"
"Dominique Makowski","Mattan S. Ben-Shachar"
"Dominique Makowski","Sh Annabel Chen"
"Dominique Makowski","Léo Dutriaux"
"Dominique Makowski","Giuseppe Riva"
"Dominique Makowski","Silvia Serino"
"Dominique Makowski","Philip D. Waggoner"
"Dominique Makowski","Allan Armougum"
"Dominique Makowski","Sandrine Rossi"
"Dominique Makowski","Tam Pham"
"Dominique Makowski","Lau Zen Juen"
"Dominique Makowski","Jean-Charles Girardeau"
"Dominique Makowski","Adrian Raine"
"Dominique Makowski","La Corte Valentina"
